repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version
lerobot/asu_table_top,lerobot,unknown,110,26113,5,observation.images.image,1,observation.images.image,True,216,"{""0"": ""put down glass bottle"", ""1"": ""place down bottle"", ""2"": ""place down glass bottle"", ""3"": ""put down green bottle"", ""4"": ""put down green glass bottle"", ""5"": ""place down green bottle"", ""6"": ""place down green glass bottle"", ""7"": ""put down bottle"", ""8"": ""pick green bottle"", ""9"": ""pick up green glass bottle"", ""10"": ""raise glass bottle"", ""11"": ""hold bottle"", ""12"": ""raise green bottle"", ""13"": ""raise green glass bottle"", ""14"": ""hold green glass bottle"", ""15"": ""raise bottle"", ""16"": ""pick bottle"", ""17"": ""hold glass bottle"", ""18"": ""pick green glass bottle"", ""19"": ""pick up glass bottle"", ""20"": ""pick up bottle"", ""21"": ""pick up green bottle"", ""22"": ""pick glass bottle"", ""23"": ""hold green bottle"", ""24"": ""move bread"", ""25"": ""push bread"", ""26"": ""move brown object"", ""27"": ""push brown object"", ""28"": ""push yellow object"", ""29"": ""move yellow object"", ""30"": ""put down blue can"", ""31"": ""put down pepsi bottle"", ""32"": ""place down pepsi can"", ""33"": ""place down blue can"", ""34"": ""place down blue bottle"", ""35"": ""put down blue bottle"", ""36"": ""place down pepsi bottle"", ""37"": ""put down pepsi can"", ""38"": ""hold white box"", ""39"": ""pick up white box"", ""40"": ""pick up milk carton"", ""41"": ""hold milk box"", ""42"": ""pick milk carton"", ""43"": ""hold milk carton"", ""44"": ""pick up white carton"", ""45"": ""pick white carton"", ""46"": ""raise white carton"", ""47"": ""raise milk carton"", ""48"": ""pick up milk box"", ""49"": ""pick milk box"", ""50"": ""pick white box"", ""51"": ""raise white box"", ""52"": ""raise milk box"", ""53"": ""hold white carton"", ""54"": ""move maroon square"", ""55"": ""push maroon object"", ""56"": ""push red square"", ""57"": ""push maroon cube"", ""58"": ""move red cube"", ""59"": ""move maroon object"", ""60"": ""push red object"", ""61"": ""push red cube"", ""62"": ""move red square"", ""63"": ""move red object"", ""64"": ""move maroon cube"", ""65"": ""push maroon square"", ""66"": ""raise coke bottle"", ""67"": ""pick coke can"", ""68"": ""raise coke can"", ""69"": ""hold cocacola can"", ""70"": ""hold coke can"", ""71"": ""hold red can"", ""72"": ""hold red bottle"", ""73"": ""pick coke bottle"", ""74"": ""hold coke bottle"", ""75"": ""pick up red can"", ""76"": ""pick cocacola bottle"", ""77"": ""pick up coke can"", ""78"": ""pick cocacola can"", ""79"": ""pick up cocacola can"", ""80"": ""hold cocacola bottle"", ""81"": ""pick up coke bottle"", ""82"": ""pick red bottle"", ""83"": ""pick red can"", ""84"": ""raise red bottle"", ""85"": ""raise red can"", ""86"": ""pick up red bottle"", ""87"": ""raise cocacola can"", ""88"": ""raise cocacola bottle"", ""89"": ""pick up cocacola bottle"", ""90"": ""pick up brown object"", ""91"": ""pick bread"", ""92"": ""pick up yellow object"", ""93"": ""pick up bread"", ""94"": ""raise yellow object"", ""95"": ""pick yellow object"", ""96"": ""raise brown object"", ""97"": ""hold brown object"", ""98"": ""pick brown object"", ""99"": ""hold bread"", ""100"": ""raise bread"", ""101"": ""hold yellow object"", ""102"": ""push milk carton"", ""103"": ""push white box"", ""104"": ""move milk carton"", ""105"": ""move white carton"", ""106"": ""move milk box"", ""107"": ""push milk box"", ""108"": ""push white carton"", ""109"": ""move white box"", ""110"": ""push cocacola bottle"", ""111"": ""move cocacola bottle"", ""112"": ""push cocacola can"", ""113"": ""move red can"", ""114"": ""move cocacola can"", ""115"": ""move coke bottle"", ""116"": ""push coke can"", ""117"": ""push coke bottle"", ""118"": ""move red bottle"", ""119"": ""push red bottle"", ""120"": ""push red can"", ""121"": ""move coke can"", ""122"": ""place down white box"", ""123"": ""put down white carton"", ""124"": ""put down milk carton"", ""125"": ""place down white carton"", ""126"": ""place down milk carton"", ""127"": ""put down milk box"", ""128"": ""place down milk box"", ""129"": ""put down white box"", ""130"": ""place down red cube"", ""131"": ""place down maroon square"", ""132"": ""place down red object"", ""133"": ""put down red object"", ""134"": ""put down red cube"", ""135"": ""put down maroon square"", ""136"": ""place down red square"", ""137"": ""put down maroon cube"", ""138"": ""place down maroon cube"", ""139"": ""place down maroon object"", ""140"": ""put down red square"", ""141"": ""put down maroon object"", ""142"": ""hold pepsi bottle"", ""143"": ""raise blue can"", ""144"": ""pick up blue bottle"", ""145"": ""hold pepsi can"", ""146"": ""pick up pepsi bottle"", ""147"": ""pick blue can"", ""148"": ""raise blue bottle"", ""149"": ""raise pepsi can"", ""150"": ""pick pepsi bottle"", ""151"": ""hold blue can"", ""152"": ""pick up pepsi can"", ""153"": ""hold blue bottle"", ""154"": ""raise pepsi bottle"", ""155"": ""pick blue bottle"", ""156"": ""pick pepsi can"", ""157"": ""pick up blue can"", ""158"": ""put down red bottle"", ""159"": ""place down red can"", ""160"": ""put down cocacola bottle"", ""161"": ""place down cocacola bottle"", ""162"": ""place down red bottle"", ""163"": ""put down coke can"", ""164"": ""place down cocacola can"", ""165"": ""put down red can"", ""166"": ""place down coke can"", ""167"": ""put down coke bottle"", ""168"": ""place down coke bottle"", ""169"": ""put down cocacola can"", ""170"": ""put down bread"", ""171"": ""place down brown object"", ""172"": ""put down brown object"", ""173"": ""put down yellow object"", ""174"": ""place down bread"", ""175"": ""place down yellow object"", ""176"": ""raise maroon square"", ""177"": ""hold red cube"", ""178"": ""pick maroon cube"", ""179"": ""pick maroon object"", ""180"": ""hold maroon square"", ""181"": ""raise red square"", ""182"": ""pick up maroon square"", ""183"": ""pick up red object"", ""184"": ""hold red square"", ""185"": ""pick up red square"", ""186"": ""pick up maroon object"", ""187"": ""pick up red cube"", ""188"": ""pick maroon square"", ""189"": ""raise maroon object"", ""190"": ""raise maroon cube"", ""191"": ""hold maroon object"", ""192"": ""raise red cube"", ""193"": ""hold maroon cube"", ""194"": ""raise red object"", ""195"": ""pick red square"", ""196"": ""pick up maroon cube"", ""197"": ""pick red cube"", ""198"": ""hold red object"", ""199"": ""pick red object"", ""200"": ""move green bottle"", ""201"": ""push bottle"", ""202"": ""move green glass bottle"", ""203"": ""push green bottle"", ""204"": ""push green glass bottle"", ""205"": ""push glass bottle"", ""206"": ""move bottle"", ""207"": ""move glass bottle"", ""208"": ""move pepsi can"", ""209"": ""push pepsi bottle"", ""210"": ""move blue can"", ""211"": ""move pepsi bottle"", ""212"": ""push blue can"", ""213"": ""push blue bottle"", ""214"": ""push pepsi can"", ""215"": ""move blue bottle""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/utokyo_pr2_tabletop_manipulation,lerobot,unknown,240,32708,5,observation.images.image,1,observation.images.image,True,3,"{""0"": ""picking a bread"", ""1"": ""picking a grape"", ""2"": ""folding a cloth""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/ucsd_kitchen_dataset,lerobot,unknown,150,3970,5,observation.images.image,1,observation.images.image,True,8,"{""0"": ""Place the teapot on the stove"", ""1"": ""Put the bowl inside the kitchen cabinet"", ""2"": ""Open the oven door"", ""3"": ""Put the canned spam into the sink"", ""4"": ""Turn on the faucet"", ""5"": ""Open the carbinet door"", ""6"": ""Put the green box into the sink"", ""7"": ""Put the white box into the sink""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/austin_buds_dataset,lerobot,unknown,50,34112,5,"observation.images.image,observation.images.wrist_image",2,"observation.images.image,observation.images.wrist_image",True,1,"{""0"": ""Take the lid off the pot, put the pot on the plate, and use the tool to push to pot to the front of the table.""}",False,False,"observation.images.image,observation.images.wrist_image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/dlr_sara_grid_clamp,lerobot,unknown,107,7622,5,observation.images.image,1,observation.images.image,True,1,"{""0"": ""Place grid clamp""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/dlr_sara_pour,lerobot,unknown,100,12971,5,observation.images.image,1,observation.images.image,True,1,"{""0"": ""Pour into the mug""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/dlr_edan_shared_control,lerobot,unknown,104,8928,5,observation.images.image,1,observation.images.image,True,14,"{""0"": """", ""1"": ""pick the tube"", ""2"": ""pick the cube"", ""3"": ""pick the green apple"", ""4"": ""pick the mug"", ""5"": ""pick the orange"", ""6"": ""pick the disk"", ""7"": ""pick the red apple"", ""8"": ""pick the pear"", ""9"": ""pick the yellow ball"", ""10"": ""pick the die"", ""11"": ""pick the glass"", ""12"": ""pick the banana"", ""13"": ""pick the tennis ball""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/ucsd_pick_and_place_dataset,lerobot,unknown,1355,67750,5,observation.images.image,1,observation.images.image,True,3,"{""0"": ""place the pot in the sink"", ""1"": ""pick up the red object from the table"", ""2"": ""pick up the green object from the table""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,2,v2.0
lerobot/nyu_franka_play_dataset,lerobot,unknown,456,44875,5,"observation.images.image_additional_view,observation.images.image",2,"observation.images.image_additional_view,observation.images.image",True,1,"{""0"": ""play with the kitchen""}",False,False,"observation.images.image_additional_view,observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/utokyo_saytap,lerobot,unknown,20,22937,5,"observation.images.wrist_image,observation.images.image",2,"observation.images.wrist_image,observation.images.image",True,20,"{""0"": ""raise your rear right leg"", ""1"": ""trot backward slowly"", ""2"": ""trot forward fast"", ""3"": ""raise your front left leg"", ""4"": ""trot in place"", ""5"": ""bound backward fast"", ""6"": ""pace in place"", ""7"": ""bound backward slowly"", ""8"": ""move backward fast in pacing gait"", ""9"": ""move backward slowly in pacing gait"", ""10"": ""trot backward fast"", ""11"": ""bound forward slowly"", ""12"": ""stand still"", ""13"": ""bound forward fast"", ""14"": ""move forward fast in pacing gait"", ""15"": ""bound in place"", ""16"": ""trot forward slowly"", ""17"": ""raise your rear left leg"", ""18"": ""raise your front right leg"", ""19"": ""move forward slowly in pacing gait""}",False,False,"observation.images.wrist_image,observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/imperialcollege_sawyer_wrist_cam,lerobot,unknown,170,7148,5,"observation.images.image,observation.images.wrist_image",2,"observation.images.image,observation.images.wrist_image",True,17,"{""0"": ""insert toast "", ""1"": ""open lid "", ""2"": ""stack bowls "", ""3"": ""insert cap in bottle "", ""4"": ""put cup in dishwasher "", ""5"": ""pick up apple "", ""6"": ""hang cup "", ""7"": ""pick up shoe "", ""8"": ""open bottle "", ""9"": ""pick up kettle "", ""10"": ""pick up pan "", ""11"": ""grasp can "", ""12"": ""put apple in pot "", ""13"": ""swipe "", ""14"": ""pour in mug "", ""15"": ""pick up mug "", ""16"": ""pick up bottle ""}",False,False,"observation.images.image,observation.images.wrist_image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/utokyo_xarm_bimanual,lerobot,unknown,70,1514,10,observation.images.image,1,observation.images.image,True,2,"{""0"": ""Reach a towel."", ""1"": ""Unfold a wrinkled towel.""}",False,False,"observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/cmu_franka_exploration_dataset,lerobot,unknown,199,1990,10,"observation.images.image,observation.images.highres_image",2,"observation.images.image,observation.images.highres_image",True,3,"{""0"": ""lift the knife"", ""1"": ""lift the vegetable"", ""2"": ""open the cabinet""}",False,False,"observation.images.image,observation.images.highres_image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/utokyo_xarm_pick_and_place,lerobot,unknown,102,7490,10,"observation.images.hand_image,observation.images.image2,observation.images.image",3,"observation.images.hand_image,observation.images.image2,observation.images.image",True,1,"{""0"": ""Pick up a white plate, and then place it on the red plate.""}",False,False,"observation.images.hand_image,observation.images.image2,observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
lerobot/columbia_cairlab_pusht_real,lerobot,unknown,136,27808,10,"observation.images.wrist_image,observation.images.image",2,"observation.images.wrist_image,observation.images.image",True,1,"{""0"": ""The task requires pushing a T-shaped block (gray) to a fixed target (green) with a circular end-effector (blue). Both observation and control frequencies are 10Hz.""}",False,False,"observation.images.wrist_image,observation.images.image,language_instruction,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,v2.0
